corner_num,start_idx,apex_idx,end_idx,corner_duration,entry_throttle,apex_throttle,min_throttle,exit_throttle,max_brake,brake_duration,apex_lateral_g,avg_steering_angle,throttle_application_point,vehicle_id,lap,lap_time,track,race
24,3381,3387,3395,14,56.79,2.68,2.68,97.01,42.955,15,0.26,7.1066666666666665,3381,GR86-028-89,5,169.506,Road America,Race 1
25,3397,3400,3467,70,11.18,2.68,2.68,83.16,74.68,16,0.368,69.48169014084506,3449,GR86-028-89,5,169.506,Road America,Race 1
1,178,196,222,44,37.08,2.56,2.56,99.72,63.525,45,0.021,5.375555555555556,206,GR86-040-3,7,169.899,Road America,Race 1
2,223,241,248,25,29.04,2.53,2.53,92.52,44.055,26,0.363,7.707692307692308,248,GR86-040-3,7,169.899,Road America,Race 1
3,250,253,306,56,54.55,2.87,2.87,99.23,31.36,13,0.58,50.25087719298246,250,GR86-040-3,7,169.899,Road America,Race 1
4,492,507,512,20,41.7,2.63,2.63,95.52,42.865,21,0.195,4.428571428571429,511,GR86-040-3,7,169.899,Road America,Race 1
5,515,533,535,20,20.28,2.57,2.57,92.64,44.68,21,0.077,7.366666666666666,535,GR86-040-3,7,169.899,Road America,Race 1
6,538,548,588,50,12.08,2.59,2.59,91.06,29.59,28,0.423,49.23921568627451,588,GR86-040-3,7,169.899,Road America,Race 1
7,1103,1142,1148,45,38.15,2.5,2.5,97.1,57.620000000000005,44,0.061,9.482608695652173,1147,GR86-040-3,7,169.899,Road America,Race 1
8,1149,1171,1176,27,12.28,2.54,2.54,99.63,48.33,28,0.199,12.735714285714284,1175,GR86-040-3,7,169.899,Road America,Race 1
9,1178,1194,1199,21,27.23,2.56,2.56,87.3,98.535,22,0.458,56.27727272727273,1199,GR86-040-3,7,169.899,Road America,Race 1
10,1201,1218,1220,19,32.68,2.59,2.59,83.82000000000001,82.77,18,0.257,55.15,1220,GR86-040-3,7,169.899,Road America,Race 1
11,1221,1245,1261,40,64.31,2.53,2.53,99.35,69.8,10,0.948,104.51463414634148,1221,GR86-040-3,7,169.899,Road America,Race 1
12,1450,1471,1476,26,34.9,2.56,2.56,95.34,44.65,27,0.517,20.44074074074074,1475,GR86-040-3,7,169.899,Road America,Race 1
13,1479,1506,1515,36,2.96,2.48,2.48,99.69,26.11,12,1.054,77.20540540540541,1513,GR86-040-3,7,169.899,Road America,Race 1
14,1654,1695,1717,63,72.03,2.53,2.53,89.62,0.0,0,0.964,39.578125,1654,GR86-040-3,7,169.899,Road America,Race 1
15,1870,1886,1890,20,73.21000000000001,2.66,2.66,92.8,70.305,20,0.035,7.614285714285716,1870,GR86-040-3,7,169.899,Road America,Race 1
16,1892,1898,1903,11,75.65,4.32,4.32,98.21,80.435,12,0.112,11.291666666666666,1892,GR86-040-3,7,169.899,Road America,Race 1
17,1906,1908,1918,12,5.74,5.54,5.54,97.47,81.245,13,0.196,40.96923076923077,1917,GR86-040-3,7,169.899,Road America,Race 1
18,1921,1947,1969,48,18.86,2.5500000000000003,2.5500000000000003,95.51,77.49,21,1.02,84.55306122448981,1929,GR86-040-3,7,169.899,Road America,Race 1
19,2165,2185,2234,69,63.15,2.57,2.57,99.67,6.24,0,0.936,27.71714285714286,2165,GR86-040-3,7,169.899,Road America,Race 1
20,2261,2293,2308,47,56.88,2.8000000000000003,2.8000000000000003,99.69,0.0,0,0.924,33.06875,2261,GR86-040-3,7,169.899,Road America,Race 1
21,2523,2538,2587,64,38.22,2.6,2.6,90.16,33.28,24,0.5,18.198461538461537,2570,GR86-040-3,7,169.899,Road America,Race 1
22,2900,2913,2917,17,33.59,2.66,2.66,81.24,89.09,18,0.166,6.977777777777778,2917,GR86-040-3,7,169.899,Road America,Race 1
23,2918,2927,2950,32,32.9,4.19,4.19,80.81,92.34,33,0.097,11.066666666666668,2932,GR86-040-3,7,169.899,Road America,Race 1
24,2952,3002,3020,68,32.4,2.8000000000000003,2.8000000000000003,90.6,46.56,40,0.983,54.32898550724637,3019,GR86-040-3,7,169.899,Road America,Race 1
25,3202,3205,3213,11,64.88,60.7,60.7,85.53,4.745,0,0.39,36.325,3202,GR86-040-3,7,169.899,Road America,Race 1
26,3247,3249,3265,18,78.58,56.46,56.46,80.27,0.0,0,0.8270000000000001,28.00526315789474,3247,GR86-040-3,7,169.899,Road America,Race 1
27,3373,3389,3397,24,23.34,2.56,2.56,96.24,58.675,25,0.501,13.1,3396,GR86-040-3,7,169.899,Road America,Race 1
28,3398,3407,3453,55,40.33,2.69,2.69,86.45,48.3,22,0.519,37.45357142857143,3410,GR86-040-3,7,169.899,Road America,Race 1
1,178,183,272,94,49.55,2.18,2.18,95.87,61.3,70,0.031,19.091578947368422,200,GR86-049-88,6,169.784,Road America,Race 1
2,294,296,304,10,59.73,22.47,22.47,99.71,0.0,0,0.942,89.93636363636364,294,GR86-049-88,6,169.784,Road America,Race 1
3,482,553,575,93,74.78,2.46,2.46,99.07,48.955,64,0.968,35.467021276595744,482,GR86-049-88,6,169.784,Road America,Race 1
4,1080,1084,1096,16,53.38,2.25,2.25,84.08,85.44,14,0.219,3.1764705882352944,1080,GR86-049-88,6,169.784,Road America,Race 1
5,1097,1118,1238,141,52.45,2.41,2.41,84.66,99.555,98,0.148,47.114788732394366,1097,GR86-049-88,6,169.784,Road America,Race 1
6,1388,1392,1480,92,70.4,2.19,2.19,89.10000000000001,33.910000000000004,42,0.046,42.304301075268825,1388,GR86-049-88,6,169.784,Road America,Race 1
7,1597,1613,1656,59,37.15,2.83,2.83,98.12,0.0,0,0.648,51.405,1655,GR86-049-88,6,169.784,Road America,Race 1
8,1788,1848,1918,130,79.76,2.48,2.48,96.65,72.895,75,0.042,41.3236641221374,1788,GR86-049-88,6,169.784,Road America,Race 1
9,2045,2047,2304,259,52.63,3.09,3.09,100.09,0.0,0,0.8300000000000001,64.23615384615385,2045,GR86-049-88,6,169.784,Road America,Race 1
10,2467,2471,2515,48,27.34,2.22,2.22,83.42,33.025,10,0.074,20.481632653061226,2514,GR86-049-88,6,169.784,Road America,Race 1
11,2760,2771,2785,25,49.76,2.47,2.47,95.32,0.0,0,0.214,5.584615384615384,2784,GR86-049-88,6,169.784,Road America,Race 1
12,2798,2802,2814,16,52.76,2.31,2.31,98.08,0.0,0,0.32,9.541176470588235,2798,GR86-049-88,6,169.784,Road America,Race 1
13,2818,2822,2865,47,77.28,2.25,2.25,97.29,51.305,24,0.429,6.14375,2818,GR86-049-88,6,169.784,Road America,Race 1
14,2866,2872,2883,17,10.63,2.47,2.47,94.6,60.825,18,0.156,3.338888888888889,2883,GR86-049-88,6,169.784,Road America,Race 1
15,2885,2892,2949,64,21.05,2.44,2.44,83.65,57.99,41,0.054,45.353846153846156,2948,GR86-049-88,6,169.784,Road America,Race 1
16,3126,3158,3200,74,74.5,2.48,2.48,94.21,24.11,3,0.8270000000000001,29.929333333333336,3126,GR86-049-88,6,169.784,Road America,Race 1
17,3224,3229,3236,12,52.32,2.16,2.16,89.44,47.61,4,0.61,21.423076923076923,3224,GR86-049-88,6,169.784,Road America,Race 1
18,3325,3328,3336,11,33.75,2.32,2.32,85.74,91.805,9,0.199,7.724999999999999,3336,GR86-049-88,6,169.784,Road America,Race 1
19,3337,3350,3439,102,48.53,2.48,2.48,99.92,97.13,28,0.504,60.64271844660194,3438,GR86-049-88,6,169.784,Road America,Race 1
1,172,194,218,46,69.14,7.88,7.88,87.78,51.455,29,0.014,17.619148936170212,172,GR86-024-41,7,170.607,Road America,Race 1
2,219,221,240,21,18.21,7.94,7.94,84.91,63.835,22,0.089,13.82272727272727,240,GR86-024-41,7,170.607,Road America,Race 1
3,242,246,308,66,45.87,7.97,7.97,90.41,71.175,29,0.188,52.8776119402985,305,GR86-024-41,7,170.607,Road America,Race 1
4,502,552,558,56,74.26,10.18,10.18,86.33,123.865,51,0.382,12.06140350877193,502,GR86-024-41,7,170.607,Road America,Race 1
5,559,560,623,64,17.66,7.38,7.38,83.9,112.56,30,0.407,65.4646153846154,606,GR86-024-41,7,170.607,Road America,Race 1
6,1104,1169,1172,68,79.33,8.07,8.07,93.3,85.15,36,0.129,20.28985507246377,1104,GR86-024-41,7,170.607,Road America,Race 1
7,1173,1189,1192,19,29.4,4.84,4.84,99.87,60.23,20,0.034,18.380000000000003,1191,GR86-024-41,7,170.607,Road America,Race 1
8,1194,1201,1208,14,7.13,2.37,2.37,97.17,37.705,15,0.24,17.793333333333337,1207,GR86-024-41,7,170.607,Road America,Race 1
9,1210,1218,1228,18,28.36,2.46,2.46,84.62,54.265,19,0.137,23.821052631578947,1228,GR86-024-41,7,170.607,Road America,Race 1
10,1230,1238,1294,64,29.13,2.46,2.46,82.71000000000001,41.08,24,0.501,79.46153846153848,1291,GR86-024-41,7,170.607,Road America,Race 1
11,1452,1474,1478,26,58.08,2.5,2.5,97.94,45.065,20,0.3,26.87037037037037,1452,GR86-024-41,7,170.607,Road America,Race 1
12,1480,1495,1533,53,40.03,2.46,2.46,87.12,30.965,15,0.79,72.66296296296296,1529,GR86-024-41,7,170.607,Road America,Race 1
13,1646,1660,1730,84,29.44,2.5,2.5,92.85,2.365,0,0.552,16.405882352941173,1720,GR86-024-41,7,170.607,Road America,Race 1
14,1860,1880,1895,35,71.57000000000001,2.49,2.49,80.02,64.125,28,0.086,18.322222222222226,1860,GR86-024-41,7,170.607,Road America,Race 1
15,1896,1912,1917,21,4.91,2.47,2.47,99.61,79.87,22,0.176,19.61818181818182,1917,GR86-024-41,7,170.607,Road America,Race 1
16,1919,1930,1936,17,37.24,2.49,2.49,99.33,31.33,18,0.525,40.71666666666667,1936,GR86-024-41,7,170.607,Road America,Race 1
17,1938,1948,1997,59,24.47,2.46,2.46,88.01,33.77,6,0.92,73.17666666666668,1971,GR86-024-41,7,170.607,Road America,Race 1
18,2081,2197,2209,128,57.18,2.79,2.79,91.89,0.0,0,0.896,22.613178294573647,2081,GR86-024-41,7,170.607,Road America,Race 1
19,2226,2229,2237,11,79.34,43.33,43.33,91.26,0.0,0,0.977,41.050000000000004,2226,GR86-024-41,7,170.607,Road America,Race 1
20,2255,2281,2294,39,66.23,2.86,2.86,80.15,0.0,0,0.947,50.230000000000004,2255,GR86-024-41,7,170.607,Road America,Race 1
21,2521,2535,2577,56,59.75,2.49,2.49,91.17,34.96,25,0.157,17.847368421052632,2521,GR86-024-41,7,170.607,Road America,Race 1
22,2890,2915,2938,48,78.26,2.47,2.47,99.51,97.25,37,0.141,24.014285714285716,2890,GR86-024-41,7,170.607,Road America,Race 1
23,2940,2949,2959,19,46.95,2.47,2.47,89.94,32.410000000000004,20,0.024,16.235,2959,GR86-024-41,7,170.607,Road America,Race 1
24,2961,2975,2984,23,65.27,2.46,2.46,98.02,27.59,24,0.094,13.5625,2961,GR86-024-41,7,170.607,Road America,Race 1
25,2986,2995,3066,80,51.45,2.45,2.45,83.84,23.865,7,0.542,44.756790123456796,2986,GR86-024-41,7,170.607,Road America,Race 1
26,3210,3222,3286,76,52.4,5.73,5.73,82.07000000000001,0.0,0,0.328,43.420779220779224,3210,GR86-024-41,7,170.607,Road America,Race 1
27,3385,3405,3409,24,57.39,2.43,2.43,97.56,34.455,21,0.504,12.324000000000002,3385,GR86-024-41,7,170.607,Road America,Race 1
28,3411,3422,3429,18,13.28,2.48,2.48,99.03,48.085,19,0.45,12.563157894736841,3429,GR86-024-41,7,170.607,Road America,Race 1
29,3431,3440,3485,54,76.76,2.49,2.49,80.63,34.745,6,0.845,52.08909090909092,3431,GR86-024-41,7,170.607,Road America,Race 1
30,3521,3531,3538,17,65.38,25.44,25.44,97.41,0.0,0,1.046,23.816666666666674,3521,GR86-024-41,7,170.607,Road America,Race 1
1,192,203,222,30,70.88,2.57,2.57,90.06,64.03,31,0.033,5.187096774193549,192,GR86-025-47,7,169.135,Road America,Race 1
2,224,242,322,98,56.71,2.48,2.48,98.23,40.27,33,0.283,41.20909090909091,224,GR86-025-47,7,169.135,Road America,Race 1
3,507,518,522,15,60.44,2.6,2.6,84.21000000000001,45.245,14,0.052,4.975,507,GR86-025-47,7,169.135,Road America,Race 1
4,523,532,535,12,23.26,2.63,2.63,89.77,46.205,13,0.093,7.96923076923077,535,GR86-025-47,7,169.135,Road America,Race 1
5,536,582,625,89,31.1,2.48,2.48,99.75,44.47,29,0.933,35.68333333333333,623,GR86-025-47,7,169.135,Road America,Race 1
6,630,636,640,10,76.73,54.57,54.57,98.6,0.0,0,0.684,50.972727272727276,630,GR86-025-47,7,169.135,Road America,Race 1
7,1123,1143,1159,36,38.72,2.5,2.5,85.39,63.71,35,0.203,3.121621621621621,1159,GR86-025-47,7,169.135,Road America,Race 1
8,1161,1169,1172,11,4.2,2.62,2.62,98.42,53.455,12,0.02,8.05,1171,GR86-025-47,7,169.135,Road America,Race 1
9,1173,1187,1190,17,76.73,2.54,2.54,89.69,47.55,18,0.326,4.138888888888889,1173,GR86-025-47,7,169.135,Road America,Race 1
10,1191,1249,1282,91,30.17,2.48,2.48,98.2,58.995000000000005,46,0.992,35.2695652173913,1208,GR86-025-47,7,169.135,Road America,Race 1
11,1437,1438,1520,83,61.23,2.01,2.01,85.05,29.435,44,0.016,17.092857142857145,1437,GR86-025-47,7,169.135,Road America,Race 1
12,1646,1654,1710,64,64.03,9.53,9.53,88.9,0.0,0,0.8190000000000001,44.70307692307693,1646,GR86-025-47,7,169.135,Road America,Race 1
13,1844,1857,1861,17,59.25,2.57,2.57,99.74,48.865,16,0.103,3.744444444444445,1844,GR86-025-47,7,169.135,Road America,Race 1
14,1863,1908,1961,98,33.4,2.5,2.5,99.93,62.965,58,0.553,29.238383838383836,1876,GR86-025-47,7,169.135,Road America,Race 1
15,2134,2144,2322,188,36.37,5.8,5.8,99.73,0.0,0,0.928,35.50000000000001,2320,GR86-025-47,7,169.135,Road America,Race 1
16,2499,2519,2557,58,8.36,2.47,2.47,99.97,21.715,25,0.623,20.750847457627117,2556,GR86-025-47,7,169.135,Road America,Race 1
17,2870,2870,2907,37,2.27,2.27,2.27,96.87,75.215,37,0.455,4.976315789473684,2893,GR86-025-47,7,169.135,Road America,Race 1
18,2909,2920,2923,14,25.71,2.6,2.6,99.81,46.085,15,0.154,10.640000000000002,2922,GR86-025-47,7,169.135,Road America,Race 1
19,2924,2942,2947,23,51.53,2.5,2.5,99.9,41.14,24,0.191,16.270833333333332,2924,GR86-025-47,7,169.135,Road America,Race 1
20,2948,2967,3035,87,26.93,2.47,2.47,89.3,39.995,17,0.735,62.60909090909092,3033,GR86-025-47,7,169.135,Road America,Race 1
21,3160,3160,3223,63,31.18,31.18,31.18,91.09,0.0,0,0.927,18.359375,3196,GR86-025-47,7,169.135,Road America,Race 1
22,3329,3359,3436,107,32.69,2.48,2.48,99.95,55.425,31,0.785,34.89351851851852,3434,GR86-025-47,7,169.135,Road America,Race 1
1,166,201,206,40,71.24,2.57,2.57,95.74,51.595,19,0.06,0.3853658536585366,166,GR86-015-31,7,168.87,Road America,Race 1
2,208,219,222,14,46.92,2.58,2.58,88.13,35.92,15,0.09,1.3799999999999997,222,GR86-015-31,7,168.87,Road America,Race 1
3,225,229,243,18,9.2,2.44,2.44,99.19,46.955,19,0.17,8.273684210526318,242,GR86-015-31,7,168.87,Road America,Race 1
4,245,250,307,62,46.04,2.45,2.45,100.31,29.56,28,0.377,39.47936507936507,306,GR86-015-31,7,168.87,Road America,Race 1
5,493,528,533,40,46.69,2.51,2.51,98.9,56.525,40,0.063,4.68048780487805,509,GR86-015-31,7,168.87,Road America,Race 1
6,535,544,587,52,71.11,2.47,2.47,98.51,40.685,37,0.401,50.32641509433961,535,GR86-015-31,7,168.87,Road America,Race 1
7,1105,1126,1131,26,37.26,2.49,2.49,81.46000000000001,51.15,25,0.057,3.0518518518518523,1131,GR86-015-31,7,168.87,Road America,Race 1
8,1132,1145,1150,18,63.190000000000005,2.51,2.51,84.5,52.68,19,0.024,1.7684210526315791,1132,GR86-015-31,7,168.87,Road America,Race 1
9,1151,1165,1168,17,24.38,2.52,2.52,93.03,49.93,18,0.119,3.4555555555555557,1168,GR86-015-31,7,168.87,Road America,Race 1
10,1170,1181,1191,21,74.84,2.47,2.47,95.89,48.8,22,0.007,9.236363636363636,1170,GR86-015-31,7,168.87,Road America,Race 1
11,1193,1202,1257,64,59.2,2.48,2.48,80.34,27.47,23,0.553,77.05384615384615,1193,GR86-015-31,7,168.87,Road America,Race 1
12,1420,1451,1492,72,19.34,2.49,2.49,89.01,45.52,34,0.665,46.37534246575343,1428,GR86-015-31,7,168.87,Road America,Race 1
13,1619,1630,1679,60,46.69,2.58,2.58,80.2,5.11,0,0.617,49.56065573770492,1679,GR86-015-31,7,168.87,Road America,Race 1
14,1827,1841,1845,18,37.7,2.5500000000000003,2.5500000000000003,100.28,60.645,17,0.141,3.3947368421052633,1844,GR86-015-31,7,168.87,Road America,Race 1
15,1847,1860,1863,16,28.47,2.56,2.56,97.13,49.96,17,0.127,6.094117647058823,1862,GR86-015-31,7,168.87,Road America,Race 1
16,1865,1872,1918,53,55.81,2.49,2.49,100.01,43.2,30,0.171,69.35555555555555,1865,GR86-015-31,7,168.87,Road America,Race 1
17,2084,2107,2161,77,37.64,3.38,3.38,91.45,0.0,0,0.914,47.95384615384616,2157,GR86-015-31,7,168.87,Road America,Race 1
18,2169,2250,2270,101,78.54,7.98,7.98,96.56,0.0,0,0.975,55.01568627450981,2169,GR86-015-31,7,168.87,Road America,Race 1
19,2468,2490,2524,56,38.36,2.49,2.49,87.21000000000001,29.77,23,0.5680000000000001,23.592982456140355,2523,GR86-015-31,7,168.87,Road America,Race 1
20,2823,2843,2849,26,79.52,2.51,2.51,96.77,43.2,23,0.398,6.777777777777779,2823,GR86-015-31,7,168.87,Road America,Race 1
21,2851,2871,2874,23,61.78,2.51,2.51,99.43,34.0,24,0.074,4.25,2851,GR86-015-31,7,168.87,Road America,Race 1
22,2876,2886,2892,16,41.97,2.45,2.45,99.92,53.09,17,0.078,1.3588235294117648,2891,GR86-015-31,7,168.87,Road America,Race 1
23,2894,2899,2962,68,34.74,2.47,2.47,98.87,49.275,27,0.216,48.99420289855073,2961,GR86-015-31,7,168.87,Road America,Race 1
24,3147,3163,3191,44,44.81,18.21,18.21,98.84,0.0,0,0.847,48.90000000000001,3190,GR86-015-31,7,168.87,Road America,Race 1
25,3305,3326,3329,24,71.84,2.48,2.48,98.14,40.21,23,0.317,6.872000000000001,3305,GR86-015-31,7,168.87,Road America,Race 1
26,3331,3337,3388,57,38.42,2.48,2.48,99.43,50.16,29,0.414,41.87586206896551,3388,GR86-015-31,7,168.87,Road America,Race 1
1,0,21,54,54,54.15,31.68,31.68,94.76,0.0,0,0.044,4.049090909090909,0,GR86-035-11,7,170.619,Road America,Race 1
2,168,186,210,42,71.37,2.49,2.49,99.95,31.925,30,0.001,3.186046511627907,168,GR86-035-11,7,170.619,Road America,Race 1
3,211,225,237,26,76.97,2.49,2.49,99.33,43.26,24,0.012,4.029629629629629,211,GR86-035-11,7,170.619,Road America,Race 1
4,238,250,325,87,34.160000000000004,2.49,2.49,88.23,23.865,27,0.081,38.89204545454545,324,GR86-035-11,7,170.619,Road America,Race 1
5,512,536,625,113,18.73,2.49,2.49,93.68,57.41,60,0.103,37.06929824561404,541,GR86-035-11,7,170.619,Road America,Race 1
6,1101,1140,1159,58,49.02,2.48,2.48,92.08,49.67,42,0.034,5.727118644067797,1159,GR86-035-11,7,170.619,Road America,Race 1
7,1161,1172,1219,58,40.78,2.49,2.49,99.94,48.68,59,0.075,6.591525423728813,1177,GR86-035-11,7,170.619,Road America,Race 1
8,1220,1239,1297,77,39.24,2.46,2.46,80.47,43.735,18,0.755,57.92179487179488,1290,GR86-035-11,7,170.619,Road America,Race 1
9,1300,1307,1314,14,75.69,47.81,47.81,80.09,0.0,0,0.75,41.873333333333335,1300,GR86-035-11,7,170.619,Road America,Race 1
10,1447,1462,1468,21,52.04,2.49,2.49,88.3,28.035,15,0.033,4.263636363636363,1447,GR86-035-11,7,170.619,Road America,Race 1
11,1469,1478,1550,81,76.42,2.48,2.48,98.35,30.045,17,0.301,49.06219512195122,1469,GR86-035-11,7,170.619,Road America,Race 1
12,1653,1682,1712,59,71.45,2.49,2.49,99.97,0.0,0,0.863,32.63,1653,GR86-035-11,7,170.619,Road America,Race 1
13,1864,1884,1983,119,36.8,2.49,2.49,95.23,81.81,63,0.091,32.705000000000005,1892,GR86-035-11,7,170.619,Road America,Race 1
14,2125,2216,2353,228,77.73,2.94,2.94,89.67,0.0,0,0.995,50.496943231441044,2125,GR86-035-11,7,170.619,Road America,Race 1
15,2489,2523,2610,121,65.1,2.49,2.49,80.2,11.705,16,0.063,16.305737704918034,2489,GR86-035-11,7,170.619,Road America,Race 1
16,2894,2911,2939,45,60.67,2.49,2.49,89.89,57.745000000000005,37,0.278,7.219565217391303,2894,GR86-035-11,7,170.619,Road America,Race 1
17,2940,2950,2954,14,28.91,2.49,2.49,83.18,48.555,15,0.129,4.320000000000001,2954,GR86-035-11,7,170.619,Road America,Race 1
18,2956,2968,3053,97,21.0,2.49,2.49,80.96000000000001,46.27,35,0.105,44.98979591836735,3042,GR86-035-11,7,170.619,Road America,Race 1
19,3211,3247,3294,83,70.24,20.99,20.99,98.59,0.0,0,1.017,34.53214285714286,3211,GR86-035-11,7,170.619,Road America,Race 1
20,3374,3415,3511,137,76.86,2.46,2.46,99.37,46.145,39,0.365,43.69202898550725,3374,GR86-035-11,7,170.619,Road America,Race 1
1,180,204,215,35,66.27,2.47,2.47,99.74,103.815,25,0.012,2.091666666666667,180,GR86-036-98,7,167.786,Road America,Race 1
2,216,247,312,96,55.34,2.46,2.46,95.33,59.985,48,0.535,37.827835051546394,216,GR86-036-98,7,167.786,Road America,Race 1
3,492,507,511,19,22.23,2.49,2.49,99.75,75.52,19,0.074,5.6450000000000005,510,GR86-036-98,7,167.786,Road America,Race 1
4,513,519,523,10,12.68,2.51,2.51,86.18,46.74,11,0.1,6.4,523,GR86-036-98,7,167.786,Road America,Race 1
5,525,535,605,80,3.26,2.47,2.47,94.95,41.28,26,0.515,56.82345679012345,595,GR86-036-98,7,167.786,Road America,Race 1
6,1087,1140,1143,56,36.52,2.45,2.45,87.44,104.21,54,0.079,10.036842105263158,1118,GR86-036-98,7,167.786,Road America,Race 1
7,1144,1156,1167,23,60.14,2.47,2.47,81.24,78.575,24,0.17,9.370833333333335,1144,GR86-036-98,7,167.786,Road America,Race 1
8,1169,1175,1250,81,47.62,2.57,2.57,96.83,56.005,28,0.319,52.880487804878044,1250,GR86-036-98,7,167.786,Road America,Race 1
9,1401,1422,1487,86,65.77,2.47,2.47,95.5,74.41,41,0.329,36.56781609195402,1401,GR86-036-98,7,167.786,Road America,Race 1
10,1604,1639,1653,49,56.02,3.35,3.35,96.73,0.0,0,0.902,47.45399999999999,1604,GR86-036-98,7,167.786,Road America,Race 1
11,1802,1816,1820,18,35.63,2.48,2.48,92.72,103.19,17,0.09,4.042105263157895,1820,GR86-036-98,7,167.786,Road America,Race 1
12,1822,1828,1832,10,3.61,2.52,2.52,99.82,67.02,11,0.092,4.0181818181818185,1832,GR86-036-98,7,167.786,Road America,Race 1
13,1834,1876,1904,70,17.740000000000002,2.39,2.39,82.19,102.455,43,0.723,57.62253521126761,1858,GR86-036-98,7,167.786,Road America,Race 1
14,2058,2204,2266,208,67.5,7.21,7.21,80.46000000000001,0.0,0,0.939,48.90574162679427,2058,GR86-036-98,7,167.786,Road America,Race 1
15,2436,2453,2513,77,74.37,2.47,2.47,89.11,25.99,16,0.221,23.25512820512821,2436,GR86-036-98,7,167.786,Road America,Race 1
16,2805,2826,2831,26,53.14,2.47,2.47,95.57,91.44,22,0.039,9.68888888888889,2805,GR86-036-98,7,167.786,Road America,Race 1
17,2833,2840,2843,10,46.44,2.58,2.58,98.95,46.465,11,0.078,5.754545454545455,2842,GR86-036-98,7,167.786,Road America,Race 1
18,2845,2855,2859,14,56.51,2.51,2.51,97.18,46.375,15,0.138,4.56,2845,GR86-036-98,7,167.786,Road America,Race 1
19,2860,2873,2878,18,53.07,2.48,2.48,99.23,54.89,19,0.299,17.378947368421056,2860,GR86-036-98,7,167.786,Road America,Race 1
20,2880,2890,2932,52,3.17,2.45,2.45,97.66,33.345,13,0.7020000000000001,58.70943396226416,2931,GR86-036-98,7,167.786,Road America,Race 1
21,3105,3120,3152,47,76.55,6.54,6.54,97.2,0.0,0,0.85,38.46041666666667,3105,GR86-036-98,7,167.786,Road America,Race 1
22,3265,3283,3291,26,48.33,2.47,2.47,80.88,59.835,23,0.545,11.903703703703703,3291,GR86-036-98,7,167.786,Road America,Race 1
23,3293,3303,3370,77,64.14,2.5,2.5,92.52,45.81,23,0.423,37.78205128205129,3293,GR86-036-98,7,167.786,Road America,Race 1
1,174,220,224,50,62.34,2.43,2.43,87.71000000000001,100.93,42,0.013,4.3803921568627455,174,GR86-002-2,5,168.489,Road America,Race 1
2,226,234,284,58,16.42,2.43,2.43,98.69,46.24,31,0.223,27.396610169491524,283,GR86-002-2,5,168.489,Road America,Race 1
3,484,519,524,40,50.22,2.44,2.44,95.46,112.42,36,0.066,7.309756097560975,484,GR86-002-2,5,168.489,Road America,Race 1
4,526,540,571,45,32.410000000000004,2.46,2.46,92.2,45.185,21,0.675,44.436956521739134,571,GR86-002-2,5,168.489,Road America,Race 1
5,582,588,598,16,62.1,27.0,27.0,100.01,0.0,0,0.912,21.235294117647058,582,GR86-002-2,5,168.489,Road America,Race 1
6,1083,1101,1122,39,70.57000000000001,2.41,2.41,99.99,120.525,32,0.186,6.4825,1083,GR86-002-2,5,168.489,Road America,Race 1
7,1124,1204,1235,111,10.61,2.38,2.38,80.71000000000001,119.67,87,0.952,78.16696428571429,1142,GR86-002-2,5,168.489,Road America,Race 1
8,1410,1434,1496,86,53.89,2.45,2.45,88.52,39.34,38,0.278,42.813793103448276,1410,GR86-002-2,5,168.489,Road America,Race 1
9,1623,1640,1686,63,37.87,5.09,5.09,99.64,0.0,0,0.918,38.324999999999996,1685,GR86-002-2,5,168.489,Road America,Race 1
10,1819,1882,1943,124,30.66,2.43,2.43,98.87,67.08500000000001,75,0.582,40.872800000000005,1840,GR86-002-2,5,168.489,Road America,Race 1
11,2096,2124,2161,65,70.93,3.28,3.28,99.82,0.0,0,1.021,43.57878787878788,2096,GR86-002-2,5,168.489,Road America,Race 1
12,2169,2212,2223,54,69.53,2.98,2.98,97.76,0.0,0,0.953,49.358181818181826,2169,GR86-002-2,5,168.489,Road America,Race 1
13,2253,2280,2291,38,49.38,11.66,11.66,86.63,0.0,0,1.012,54.99487179487179,2290,GR86-002-2,5,168.489,Road America,Race 1
14,2460,2479,2504,44,50.13,2.44,2.44,88.38,38.56,15,0.337,12.953333333333333,2460,GR86-002-2,5,168.489,Road America,Race 1
15,2509,2538,2543,34,45.74,32.69,32.69,97.39,0.0,0,0.895,27.3,2542,GR86-002-2,5,168.489,Road America,Race 1
16,2828,2847,2868,40,74.95,2.44,2.44,99.5,101.325,33,0.129,6.209756097560976,2828,GR86-002-2,5,168.489,Road America,Race 1
17,2869,2882,2891,22,30.63,2.43,2.43,81.11,43.585,23,0.132,8.408695652173913,2891,GR86-002-2,5,168.489,Road America,Race 1
18,2892,2906,2958,66,37.34,2.44,2.44,95.72,48.3,33,0.476,43.42388059701492,2950,GR86-002-2,5,168.489,Road America,Race 1
19,3142,3147,3158,16,58.3,31.3,31.3,98.77,0.0,0,0.907,29.229411764705883,3142,GR86-002-2,5,168.489,Road America,Race 1
20,3163,3187,3202,39,73.48,31.9,31.9,98.37,0.0,0,0.659,28.255000000000006,3163,GR86-002-2,5,168.489,Road America,Race 1
